,ticker,corp_name,market
123,108675,LX하우시스우,KOSPI
124,383800,LX홀딩스,KOSPI
125,38380K,LX홀딩스1우,KOSPI
126,023150,MH에탄올,KOSPI
127,035420,NAVER,KOSPI
128,181710,NHN,KOSPI
129,400760,NH올원리츠,KOSPI
130,005940,NH투자증권,KOSPI
131,005945,NH투자증권우,KOSPI
132,338100,NH프라임리츠,KOSPI
133,034310,NICE,KOSPI
134,030190,NICE평가정보,KOSPI
135,008260,NI스틸,KOSPI
136,004250,NPC,KOSPI
137,004255,NPC우,KOSPI
138,456040,OCI,KOSPI
139,010060,OCI홀딩스,KOSPI
140,178920,PI첨단소재,KOSPI
141,005490,POSCO홀딩스,KOSPI
142,010950,S-Oil,KOSPI
143,010955,S-Oil우,KOSPI
144,034120,SBS,KOSPI
145,005090,SGC에너지,KOSPI
146,001380,SG글로벌,KOSPI
147,004060,SG세계물산,KOSPI
148,001770,SHD,KOSPI
149,002360,SH에너지화학,KOSPI
150,009160,SIMPAC,KOSPI
151,033530,SJG세종,KOSPI
152,123700,SJM,KOSPI
153,025530,SJM홀딩스,KOSPI
154,034730,SK,KOSPI
155,011790,SKC,KOSPI
156,018670,SK가스,KOSPI
157,001740,SK네트웍스,KOSPI
158,006120,SK디스커버리,KOSPI
159,006125,SK디스커버리우,KOSPI
160,210980,SK디앤디,KOSPI
161,395400,SK리츠,KOSPI
162,302440,SK바이오사이언스,KOSPI
163,326030,SK바이오팜,KOSPI
164,402340,SK스퀘어,KOSPI
165,361610,SK아이이테크놀로지,KOSPI
166,100090,SK오션플랜트,KOSPI
167,03473K,SK우,KOSPI
168,096770,SK이노베이션,KOSPI
169,096775,SK이노베이션우,KOSPI
170,475150,SK이터닉스,KOSPI
171,001510,SK증권,KOSPI
172,001515,SK증권우,KOSPI
173,285130,SK케미칼,KOSPI
174,28513K,SK케미칼우,KOSPI
175,017670,SK텔레콤,KOSPI
176,000660,SK하이닉스,KOSPI
177,003570,SNT다이내믹스,KOSPI
178,064960,SNT모티브,KOSPI
179,100840,SNT에너지,KOSPI
180,036530,SNT홀딩스,KOSPI
181,005610,SPC삼립,KOSPI
182,011810,STX,KOSPI
183,465770,STX그린로지스,KOSPI
184,077970,STX엔진,KOSPI
185,002820,SUN&L,KOSPI
186,084870,TBH글로벌,KOSPI
187,002710,TCC스틸,KOSPI
188,069260,TKG휴켐스,KOSPI
189,007980,TP,KOSPI
190,002900,TYM,KOSPI
191,024070,WISCOM,KOSPI
192,037270,YG PLUS,KOSPI
193,139130,iM금융지주,KOSPI
194,000500,가온전선,KOSPI
195,000860,강남제비스코,KOSPI
196,035250,강원랜드,KOSPI
197,011420,갤럭시아에스엠,KOSPI
198,002100,경농,KOSPI
199,009450,경동나비엔,KOSPI
200,267290,경동도시가스,KOSPI
201,012320,경동인베스트,KOSPI
202,000050,경방,KOSPI
203,214390,경보제약,KOSPI
204,012610,경인양행,KOSPI
205,009140,경인전자,KOSPI
206,013580,계룡건설,KOSPI
207,012200,계양전기,KOSPI
208,012205,계양전기우,KOSPI
209,002140,고려산업,KOSPI
210,010130,고려아연,KOSPI
211,002240,고려제강,KOSPI
212,009290,광동제약,KOSPI
213,017040,광명전기,KOSPI
214,017900,광전자,KOSPI
215,037710,광주신세계,KOSPI
216,030610,교보증권,KOSPI
217,339770,교촌에프앤비,KOSPI
218,007690,국도화학,KOSPI
219,001140,국보,KOSPI
220,002720,국제약품,KOSPI
221,083420,그린케미칼,KOSPI
222,014530,극동유화,KOSPI
223,014280,금강공업,KOSPI
224,014285,금강공업우,KOSPI
225,008870,금비,KOSPI
226,001570,금양,KOSPI
227,002990,금호건설,KOSPI
228,002995,금호건설우,KOSPI
229,011780,금호석유화학,KOSPI
230,011785,금호석유화학우,KOSPI
231,214330,금호에이치티,KOSPI
232,001210,금호전기,KOSPI
233,073240,금호타이어,KOSPI
234,092440,기신정기,KOSPI
235,000270,기아,KOSPI
236,024110,기업은행,KOSPI
237,013700,까뮤이앤씨,KOSPI
238,004540,깨끗한나라,KOSPI
239,004545,깨끗한나라우,KOSPI
240,001260,남광토건,KOSPI
241,008350,남선알미늄,KOSPI
242,008355,남선알미우,KOSPI
243,004270,남성,KOSPI
244,003920,남양유업,KOSPI
245,003925,남양유업우,KOSPI
246,025860,남해화학,KOSPI
247,005720,넥센,KOSPI
248,005725,넥센우,KOSPI
249,002350,넥센타이어,KOSPI
250,002355,넥센타이어1우B,KOSPI
251,092790,넥스틸,KOSPI
252,251270,넷마블,KOSPI
253,090350,노루페인트,KOSPI
254,090355,노루페인트우,KOSPI
255,000320,노루홀딩스,KOSPI
256,000325,노루홀딩스우,KOSPI
257,006280,녹십자,KOSPI
258,005250,녹십자홀딩스,KOSPI
259,005257,녹십자홀딩스2우,KOSPI
260,004370,농심,KOSPI
261,072710,농심홀딩스,KOSPI
262,058730,다스코,KOSPI
263,030210,다올투자증권,KOSPI
264,023590,다우기술,KOSPI
265,145210,다이나믹디자인,KOSPI
266,019680,대교,KOSPI
267,019685,대교우B,KOSPI
268,006370,대구백화점,KOSPI
269,008060,대덕,KOSPI
270,00806K,대덕1우,KOSPI
271,353200,대덕전자,KOSPI
272,35320K,대덕전자1우,KOSPI
273,000490,대동,KOSPI
274,008110,대동전자,KOSPI
275,005750,대림바스,KOSPI
276,006570,대림통상,KOSPI
277,001680,대상,KOSPI
278,001685,대상우,KOSPI
279,084690,대상홀딩스,KOSPI
280,084695,대상홀딩스우,KOSPI
281,128820,대성산업,KOSPI
282,117580,대성에너지,KOSPI
283,016710,대성홀딩스,KOSPI
284,003540,대신증권,KOSPI
285,003547,대신증권2우B,KOSPI
286,003545,대신증권우,KOSPI
287,009190,대양금속,KOSPI
288,014160,대영포장,KOSPI
289,047040,대우건설,KOSPI
290,003090,대웅,KOSPI
291,069620,대웅제약,KOSPI
292,000430,대원강업,KOSPI
293,006340,대원전선,KOSPI
294,006345,대원전선우,KOSPI
295,003220,대원제약,KOSPI
296,024890,대원화성,KOSPI
297,002880,대유에이텍,KOSPI
298,012800,대창,KOSPI
299,015230,대창단조,KOSPI
300,001070,대한방직,KOSPI
301,006650,대한유화,KOSPI
302,001440,대한전선,KOSPI
303,084010,대한제강,KOSPI
304,001790,대한제당,KOSPI
305,001795,대한제당우,KOSPI
306,001130,대한제분,KOSPI
307,003490,대한항공,KOSPI
308,003495,대한항공우,KOSPI
309,005880,대한해운,KOSPI
310,003830,대한화섬,KOSPI
311,016090,대현,KOSPI
312,069460,대호에이엘,KOSPI
313,475560,더본코리아,KOSPI
314,192080,더블유게임즈,KOSPI
315,012510,더존비즈온,KOSPI
316,004830,덕성,KOSPI
317,004835,덕성우,KOSPI
318,145720,덴티움,KOSPI
319,002150,도화엔지니어링,KOSPI
320,460850,동국씨엠,KOSPI
321,460860,동국제강,KOSPI
322,001230,동국홀딩스,KOSPI
323,023450,동남합성,KOSPI
324,004140,동방,KOSPI
325,007590,동방아그로,KOSPI
326,005960,동부건설,KOSPI
327,005965,동부건설우,KOSPI
328,026960,동서,KOSPI
329,002210,동성제약,KOSPI
330,102260,동성케미컬,KOSPI
331,000640,동아쏘시오홀딩스,KOSPI
332,170900,동아에스티,KOSPI
333,028100,동아지질,KOSPI
334,001520,동양,KOSPI
335,001527,동양2우B,KOSPI
336,084670,동양고속,KOSPI
337,082640,동양생명,KOSPI
338,001525,동양우,KOSPI
339,008970,동양철관,KOSPI
340,092780,동양피스톤,KOSPI
341,049770,동원F&B,KOSPI
342,018500,동원금속,KOSPI
343,006040,동원산업,KOSPI
344,030720,동원수산,KOSPI
345,014820,동원시스템즈,KOSPI
346,014825,동원시스템즈우,KOSPI
347,111380,동인기연,KOSPI
348,163560,동일고무벨트,KOSPI
349,004890,동일산업,KOSPI
350,002690,동일제강,KOSPI
351,000020,동화약품,KOSPI
352,000150,두산,KOSPI
353,000157,두산2우B,KOSPI
354,454910,두산로보틱스,KOSPI
355,241560,두산밥캣,KOSPI
356,034020,두산에너빌리티,KOSPI
357,000155,두산우,KOSPI
358,336260,두산퓨얼셀,KOSPI
359,33626K,두산퓨얼셀1우,KOSPI
360,33626L,두산퓨얼셀2우B,KOSPI
361,016740,두올,KOSPI
362,192650,드림텍,KOSPI
363,024090,디씨엠,KOSPI
364,003160,디아이,KOSPI
365,092200,디아이씨,KOSPI
366,377190,디앤디플랫폼리츠,KOSPI
367,013570,디와이,KOSPI
368,024900,디와이덕양,KOSPI
369,210540,디와이파워,KOSPI
370,032350,롯데관광개발,KOSPI
371,089860,롯데렌탈,KOSPI
372,330590,롯데리츠,KOSPI
373,000400,롯데손해보험,KOSPI
374,023530,롯데쇼핑,KOSPI
375,020150,롯데에너지머티리얼즈,KOSPI
376,280360,롯데웰푸드,KOSPI
377,286940,롯데이노베이트,KOSPI
378,004000,롯데정밀화학,KOSPI
379,004990,롯데지주,KOSPI
380,00499K,롯데지주우,KOSPI
381,005300,롯데칠성,KOSPI
382,005305,롯데칠성우,KOSPI
383,011170,롯데케미칼,KOSPI
384,071840,롯데하이마트,KOSPI
385,027740,마니커,KOSPI
386,357430,마스턴프리미어리츠,KOSPI
387,001080,만호제강,KOSPI
388,088980,맥쿼리인프라,KOSPI
389,094800,맵스리얼티1,KOSPI
390,138040,메리츠금융지주,KOSPI
391,090370,메타랩스,KOSPI
392,118000,메타케어,KOSPI
393,017180,명문제약,KOSPI
394,009900,명신산업,KOSPI
395,012690,모나리자,KOSPI
396,005360,모나미,KOSPI
397,070960,모나용평,KOSPI
398,009680,모토닉,KOSPI
399,009580,무림P&P,KOSPI
400,009200,무림페이퍼,KOSPI
401,033920,무학,KOSPI
402,008420,문배철강,KOSPI
403,025560,미래산업,KOSPI
404,007120,미래아이앤지,KOSPI
405,396690,미래에셋글로벌리츠,KOSPI
406,357250,미래에셋맵스리츠,KOSPI
407,085620,미래에셋생명,KOSPI
408,006800,미래에셋증권,KOSPI
409,00680K,미래에셋증권2우B,KOSPI
410,006805,미래에셋증권우,KOSPI
411,081660,미스토홀딩스,KOSPI
412,002840,미원상사,KOSPI
413,268280,미원에스씨,KOSPI
414,107590,미원홀딩스,KOSPI
415,134380,미원화학,KOSPI
416,003650,미창석유,KOSPI
417,377740,바이오노트,KOSPI
418,003610,방림,KOSPI
419,001340,백광산업,KOSPI
420,035150,백산,KOSPI
421,002410,범양건영,KOSPI
422,007210,벽산,KOSPI
423,002760,보락,KOSPI
424,003850,보령,KOSPI
425,000890,보해양조,KOSPI
426,003000,부광약품,KOSPI
427,001270,부국증권,KOSPI
428,001275,부국증권우,KOSPI
429,026940,부국철강,KOSPI
430,011390,부산산업,KOSPI
431,005030,부산주공,KOSPI
432,002070,비비안,KOSPI
433,100220,비상교육,KOSPI
434,090460,비에이치,KOSPI
435,005180,빙그레,KOSPI
436,003960,사조대림,KOSPI
437,008040,사조동아원,KOSPI
438,007160,사조산업,KOSPI
439,014710,사조씨푸드,KOSPI
440,006090,사조오양,KOSPI
441,062040,산일전기,KOSPI
442,001470,삼부토건,KOSPI
443,028050,삼성E&A,KOSPI
444,448730,삼성FN리츠,KOSPI
445,006400,삼성SDI,KOSPI
446,006405,삼성SDI우,KOSPI
447,006660,삼성공조,KOSPI
448,028260,삼성물산,KOSPI
449,02826K,삼성물산우B,KOSPI
450,207940,삼성바이오로직스,KOSPI
451,032830,삼성생명,KOSPI
452,018260,삼성에스디에스,KOSPI
453,009150,삼성전기,KOSPI
454,009155,삼성전기우,KOSPI
455,005930,삼성전자,KOSPI
456,005935,삼성전자우,KOSPI
457,001360,삼성제약,KOSPI
458,010140,삼성중공업,KOSPI
459,016360,삼성증권,KOSPI
460,068290,삼성출판사,KOSPI
461,029780,삼성카드,KOSPI
462,000810,삼성화재,KOSPI
463,000815,삼성화재우,KOSPI
464,006110,삼아알미늄,KOSPI
465,145990,삼양사,KOSPI
466,145995,삼양사우,KOSPI
467,003230,삼양식품,KOSPI
468,002170,삼양통상,KOSPI
469,272550,삼양패키징,KOSPI
470,000070,삼양홀딩스,KOSPI
471,000075,삼양홀딩스우,KOSPI
472,003720,삼영,KOSPI
473,002810,삼영무역,KOSPI
474,005680,삼영전자,KOSPI
475,023000,삼원강재,KOSPI
476,004380,삼익THK,KOSPI
477,002450,삼익악기,KOSPI
478,004440,삼일씨엔에스,KOSPI
479,000520,삼일제약,KOSPI
480,009770,삼정펄프,KOSPI
481,005500,삼진제약,KOSPI
482,004690,삼천리,KOSPI
483,010960,삼호개발,KOSPI
484,004450,삼화왕관,KOSPI
485,009470,삼화전기,KOSPI
486,011230,삼화전자,KOSPI
487,001820,삼화콘덴서,KOSPI
488,000390,삼화페인트,KOSPI
489,001290,상상인증권,KOSPI
490,041650,상신브레이크,KOSPI
491,075180,새론오토모티브,KOSPI
492,007540,샘표,KOSPI
493,248170,샘표식품,KOSPI
494,007860,서연,KOSPI
495,200880,서연이화,KOSPI
496,017390,서울가스,KOSPI
497,031210,서울보증보험,KOSPI
498,004410,서울식품,KOSPI
499,004415,서울식품우,KOSPI
500,021050,서원,KOSPI
501,008490,서흥,KOSPI
502,007610,선도전기,KOSPI
503,136490,선진,KOSPI
504,014910,성문전자,KOSPI
505,014915,성문전자우,KOSPI
506,003080,성보화학,KOSPI
507,004980,성신양회,KOSPI
508,004985,성신양회우,KOSPI
509,011300,성안머티리얼스,KOSPI
510,000180,성창기업지주,KOSPI
511,002420,세기상사,KOSPI
512,004360,세방,KOSPI
513,004365,세방우,KOSPI
514,004490,세방전지,KOSPI
515,001430,세아베스틸지주,KOSPI
516,306200,세아제강,KOSPI
517,003030,세아제강지주,KOSPI
518,019440,세아특수강,KOSPI
519,058650,세아홀딩스,KOSPI
520,013000,세우글로벌,KOSPI
521,091090,세원이앤씨,KOSPI
522,021820,세원정공,KOSPI
523,067830,세이브존I&C,KOSPI
524,075580,세진중공업,KOSPI
525,068270,셀트리온,KOSPI
526,336370,솔루스첨단소재,KOSPI
527,33637K,솔루스첨단소재1우,KOSPI
528,33637L,솔루스첨단소재2우B,KOSPI
529,248070,솔루엠,KOSPI
530,004430,송원산업,KOSPI
531,126720,수산인더스트리,KOSPI
532,017550,수산중공업,KOSPI
533,053210,스카이라이프,KOSPI
534,204210,스타에스엠리츠,KOSPI
535,026890,스틱인베스트먼트,KOSPI
536,134790,시디즈,KOSPI
537,462870,시프트업,KOSPI
538,016590,신대양제지,KOSPI
539,029530,신도리코,KOSPI
540,004970,신라교역,KOSPI
541,011930,신성이엔지,KOSPI
542,005390,신성통상,KOSPI
543,004170,신세계,KOSPI
544,035510,신세계 I&C,KOSPI
545,031430,신세계인터내셔날,KOSPI
546,031440,신세계푸드,KOSPI
547,006880,신송홀딩스,KOSPI
548,005800,신영와코루,KOSPI
549,001720,신영증권,KOSPI
550,009270,신원,KOSPI
551,002700,신일전자,KOSPI
552,002870,신풍,KOSPI
553,019170,신풍제약,KOSPI
554,019175,신풍제약우,KOSPI
555,481850,신한글로벌액티브리츠,KOSPI
556,404990,신한서부티엔디리츠,KOSPI
557,293940,신한알파리츠,KOSPI
558,055550,신한지주,KOSPI
559,004080,신흥,KOSPI
560,102280,쌍방울,KOSPI
561,004770,써니전자,KOSPI
562,403550,쏘카,KOSPI
563,004920,씨아이테크,KOSPI
564,112610,씨에스윈드,KOSPI
565,480370,씨케이솔루션,KOSPI
566,308170,씨티알모빌리티,KOSPI
567,008700,아남전자,KOSPI
568,002790,아모레G,KOSPI
569,00279K,아모레G3우(전환),KOSPI
570,002795,아모레G우,KOSPI
571,090430,아모레퍼시픽,KOSPI
572,090435,아모레퍼시픽우,KOSPI
573,002030,아세아,KOSPI
574,183190,아세아시멘트,KOSPI
575,002310,아세아제지,KOSPI
576,012170,아센디오,KOSPI
577,267850,아시아나IDT,KOSPI
578,020560,아시아나항공,KOSPI
579,122900,아이마켓코리아,KOSPI
580,010780,아이에스동서,KOSPI
581,139990,아주스틸,KOSPI
582,009320,아진전자부품,KOSPI
583,001780,알루코,KOSPI
584,018250,애경산업,KOSPI
585,161000,애경케미칼,KOSPI
586,011090,에넥스,KOSPI
587,137310,에스디바이오센서,KOSPI
588,005850,에스엘,KOSPI
589,010580,에스엠벡셀,KOSPI
590,012750,에스원,KOSPI
591,023960,에쓰씨엔지니어링,KOSPI
592,298690,에어부산,KOSPI
593,140910,에이리츠,KOSPI
594,078520,에이블씨엔씨,KOSPI
595,015260,에이엔피,KOSPI
596,007460,에이프로젠,KOSPI
597,003060,에이프로젠바이오로직스,KOSPI
598,244920,에이플러스에셋,KOSPI
599,278470,에이피알,KOSPI
600,450080,에코프로머티,KOSPI
601,019490,엑시큐어하이트론,KOSPI
602,036570,엔씨소프트,KOSPI
603,085310,엔케이,KOSPI
604,900140,엘브이엠씨홀딩스,KOSPI
605,066970,엘앤에프,KOSPI
606,097520,엠씨넥스,KOSPI
607,484870,엠앤씨솔루션,KOSPI
608,014440,영보화학,KOSPI
609,111770,영원무역,KOSPI
610,009970,영원무역홀딩스,KOSPI
611,003520,영진약품,KOSPI
612,000670,영풍,KOSPI
613,006740,영풍제지,KOSPI
614,012280,영화금속,KOSPI
615,012160,영흥,KOSPI
616,007310,오뚜기,KOSPI
617,002630,오리엔트바이오,KOSPI
618,271560,오리온,KOSPI
619,001800,오리온홀딩스,KOSPI
620,005320,온타이드,KOSPI
621,011690,와이투솔루션,KOSPI
622,316140,우리금융지주,KOSPI
623,006980,우성,KOSPI
624,017370,우신시스템,KOSPI
625,105840,우진,KOSPI
626,010400,우진아이엔에스,KOSPI
627,049800,우진플라임,KOSPI
628,016880,웅진,KOSPI
629,095720,웅진씽크빅,KOSPI
630,005820,원림,KOSPI
631,010600,웰바이오텍,KOSPI
632,008600,윌비스,KOSPI
633,033270,유나이티드제약,KOSPI
634,014830,유니드,KOSPI
635,446070,유니드비티플러스,KOSPI
636,000910,유니온,KOSPI
637,047400,유니온머티리얼,KOSPI
638,011330,유니켐,KOSPI
639,077500,유니퀘스트,KOSPI
640,002920,유성기업,KOSPI
641,000700,유수홀딩스,KOSPI
642,003470,유안타증권,KOSPI
643,003475,유안타증권우,KOSPI
644,072130,유엔젤,KOSPI
645,000220,유유제약,KOSPI
646,000225,유유제약1우,KOSPI
647,000227,유유제약2우B,KOSPI
648,001200,유진투자증권,KOSPI
649,000100,유한양행,KOSPI
650,000105,유한양행우,KOSPI
651,003460,유화증권,KOSPI
652,003465,유화증권우,KOSPI
653,008730,율촌화학,KOSPI
654,008250,이건산업,KOSPI
655,025820,이구산업,KOSPI
656,214320,이노션,KOSPI
657,088260,이리츠코크렙,KOSPI
658,139480,이마트,KOSPI
659,457190,이수스페셜티케미컬,KOSPI
660,007660,이수페타시스,KOSPI
661,005950,이수화학,KOSPI
662,015020,이스타코,KOSPI
663,093230,이아이디,KOSPI
664,074610,이엔플러스,KOSPI
665,102460,이연제약,KOSPI
666,084680,이월드,KOSPI
667,350520,이지스레지던스리츠,KOSPI
668,334890,이지스밸류리츠,KOSPI
669,000760,이화산업,KOSPI
670,014990,인디에프,KOSPI
671,101140,인바이오젠,KOSPI
672,006490,인스코비,KOSPI
673,023800,인지컨트롤스,KOSPI
674,034590,인천도시가스,KOSPI
675,129260,인터지스,KOSPI
676,023810,인팩,KOSPI
677,249420,일동제약,KOSPI
678,000230,일동홀딩스,KOSPI
679,013360,일성건설,KOSPI
680,003120,일성아이에스,KOSPI
681,003200,일신방직,KOSPI
682,007110,일신석재,KOSPI
683,007570,일양약품,KOSPI
684,007575,일양약품우,KOSPI
685,008500,일정실업,KOSPI
686,081000,일진다이아,KOSPI
687,020760,일진디스플,KOSPI
688,103590,일진전기,KOSPI
689,271940,일진하이솔루스,KOSPI
690,015860,일진홀딩스,KOSPI
691,226320,잇츠한불,KOSPI
692,317400,자이에스앤디,KOSPI
693,033240,자화전자,KOSPI
694,000950,전방,KOSPI
695,079900,전진건설로봇,KOSPI
696,348950,제이알글로벌리츠,KOSPI
697,194370,제이에스코퍼레이션,KOSPI
698,025620,제이준코스메틱,KOSPI
699,030000,제일기획,KOSPI
700,271980,제일약품,KOSPI
701,001560,제일연마,KOSPI
702,002620,제일파마홀딩스,KOSPI
703,006220,제주은행,KOSPI
704,089590,제주항공,KOSPI
705,004910,조광페인트,KOSPI
706,004700,조광피혁,KOSPI
707,001550,조비,KOSPI
708,462520,조선내화,KOSPI
709,120030,조선선재,KOSPI
710,018470,조일알미늄,KOSPI
711,002600,조흥,KOSPI
712,185750,종근당,KOSPI
713,063160,종근당바이오,KOSPI
714,001630,종근당홀딩스,KOSPI
715,109070,주성코퍼레이션,KOSPI
716,044380,주연테크,KOSPI
717,013890,지누스,KOSPI
718,013870,지엠비코리아,KOSPI
719,071320,지역난방공사,KOSPI
720,088790,진도,KOSPI
721,003780,진양산업,KOSPI
722,010640,진양폴리,KOSPI
723,100250,진양홀딩스,KOSPI
724,051630,진양화학,KOSPI
725,272450,진에어,KOSPI
726,011000,진원생명과학,KOSPI
727,002780,진흥기업,KOSPI
728,002787,진흥기업2우B,KOSPI
729,002785,진흥기업우B,KOSPI
730,009310,참엔지니어링,KOSPI
731,000650,천일고속,KOSPI
732,012600,청호ICT,KOSPI
733,033250,체시스,KOSPI
734,035720,카카오,KOSPI
735,323410,카카오뱅크,KOSPI
736,377300,카카오페이,KOSPI
737,006380,카프로,KOSPI
738,001620,케이비아이동국실업,KOSPI
739,029460,케이씨,KOSPI
740,281820,케이씨텍,KOSPI
741,381970,케이카,KOSPI
742,145270,케이탑리츠,KOSPI
743,417310,코람코더원리츠,KOSPI
744,357120,코람코라이프인프라리츠,KOSPI
745,007815,코리아써우,KOSPI
746,007810,코리아써키트,KOSPI
747,00781K,코리아써키트2우B,KOSPI
748,003690,코리안리,KOSPI
749,192820,코스맥스,KOSPI
750,044820,코스맥스비티아이,KOSPI
751,005070,코스모신소재,KOSPI
752,005420,코스모화학,KOSPI
753,071950,코아스,KOSPI
754,002020,코오롱,KOSPI
755,138490,코오롱ENP,KOSPI
756,003070,코오롱글로벌,KOSPI
757,003075,코오롱글로벌우,KOSPI
758,450140,코오롱모빌리티그룹,KOSPI
759,45014K,코오롱모빌리티그룹우,KOSPI
760,002025,코오롱우,KOSPI
761,120110,코오롱인더,KOSPI
762,120115,코오롱인더우,KOSPI
763,021240,코웨이,KOSPI
764,036420,콘텐트리중앙,KOSPI
765,024720,콜마홀딩스,KOSPI
766,031820,콤텍시스템,KOSPI
767,192400,쿠쿠홀딩스,KOSPI
768,284740,쿠쿠홈시스,KOSPI
769,264900,크라운제과,KOSPI
770,26490K,크라운제과우,KOSPI
771,005740,크라운해태홀딩스,KOSPI
772,005745,크라운해태홀딩스우,KOSPI
773,259960,크래프톤,KOSPI
774,020120,키다리스튜디오,KOSPI
775,039490,키움증권,KOSPI
776,014580,태경비케이,KOSPI
777,015890,태경산업,KOSPI
778,006890,태경케미컬,KOSPI
779,003240,태광산업,KOSPI
780,011280,태림포장,KOSPI
781,004100,태양금속,KOSPI
782,004105,태양금속우,KOSPI
783,009410,태영건설,KOSPI
784,009415,태영건설우,KOSPI
785,001420,태원물산,KOSPI
786,055490,테이팩스,KOSPI
787,078000,텔코웨어,KOSPI
788,214420,토니모리,KOSPI
789,019180,티에이치엔,KOSPI
790,363280,티와이홀딩스,KOSPI
791,36328K,티와이홀딩스우,KOSPI
792,091810,티웨이항공,KOSPI
793,004870,티웨이홀딩스,KOSPI
